# start	end	mode	name  (end = start+size-1, exact)
0x080E4F18	0x080E4FFB	thumb	sub_80E4EF8
0x080E4FFC	0x080E50C7	thumb	unref_sub_80E4FDC
0x080E50C8	0x080E50FD	thumb	MovePlayerOnBike
0x080E5100	0x080E512F	thumb	MovePlayerOnMachBike
0x080E5130	0x080E5185	thumb	GetMachBikeTransition
0x080E5188	0x080E5199	thumb	MachBikeTransition_FaceDirection
0x080E519C	0x080E51E3	thumb	MachBikeTransition_TurnDirection
0x080E51E4	0x080E528F	thumb	MachBikeTransition_TrySpeedUp
0x080E5290	0x080E52FB	thumb	MachBikeTransition_TrySlowDown
0x080E52FC	0x080E5333	thumb	MovePlayerOnAcroBike
0x080E5334	0x080E535F	thumb	CheckMovementInputAcroBike
0x080E5360	0x080E53F9	thumb	AcroBikeHandleInputNormal
0x080E53FC	0x080E5473	thumb	AcroBikeHandleInputTurning
0x080E5474	0x080E5511	thumb	AcroBikeHandleInputWheelieStanding
0x080E5514	0x080E55BB	thumb	AcroBikeHandleInputBunnyHop
0x080E55BC	0x080E5697	thumb	AcroBikeHandleInputWheelieMoving
0x080E5698	0x080E56F3	thumb	AcroBikeHandleInputSidewaysJump
0x080E56F4	0x080E5717	thumb	AcroBikeHandleInputTurnJump
0x080E5718	0x080E5725	thumb	AcroBikeTransition_FaceDirection
0x080E5728	0x080E5763	thumb	AcroBikeTransition_TurnDirection
0x080E5764	0x080E57DB	thumb	AcroBikeTransition_Moving
0x080E57DC	0x080E5817	thumb	AcroBikeTransition_NormalToWheelie
0x080E5818	0x080E5853	thumb	AcroBikeTransition_WheelieToNormal
0x080E5854	0x080E588F	thumb	AcroBikeTransition_WheelieIdle
0x080E5890	0x080E58CB	thumb	AcroBikeTransition_WheelieHoppingStanding
0x080E58CC	0x080E593F	thumb	AcroBikeTransition_WheelieHoppingMoving
0x080E5940	0x080E59AF	thumb	AcroBikeTransition_SideJump
0x080E59B0	0x080E59BD	thumb	AcroBikeTransition_TurnJump
0x080E59C0	0x080E5A4D	thumb	AcroBikeTransition_WheelieMoving
0x080E5A50	0x080E5ADD	thumb	AcroBikeTransition_WheelieRisingMoving
0x080E5AE0	0x080E5B57	thumb	AcroBikeTransition_WheelieLoweringMoving
0x080E5B58	0x080E5B7F	thumb	Bike_TryAcroBikeHistoryUpdate
0x080E5B80	0x080E5BE7	thumb	AcroBike_TryHistoryUpdate
0x080E5BE8	0x080E5C49	thumb	HasPlayerInputTakenLongerThanList
0x080E5C4C	0x080E5C9B	thumb	AcroBike_GetJumpDirection
0x080E5C9C	0x080E5CD7	thumb	Bike_UpdateDirTimerHistory
0x080E5CD8	0x080E5D13	thumb	Bike_UpdateABStartSelectHistory
0x080E5D14	0x080E5D51	thumb	Bike_DPadToDirection
0x080E5D54	0x080E5DBF	thumb	get_some_collision
0x080E5DC0	0x080E5E09	thumb	Bike_CheckCollisionTryAdvanceCollisionCount
0x080E5E0C	0x080E5E31	thumb	IsRunningDisallowed
0x080E5E34	0x080E5E69	thumb	IsRunningDisallowedByMetatile
0x080E5E6C	0x080E5E8F	thumb	Bike_TryAdvanceCyclingRoadCollisions
0x080E5E90	0x080E5EDD	thumb	CanBikeFaceDirOnMetatile
0x080E5EE0	0x080E5F11	thumb	WillPlayerCollideWithCollision
0x080E5F14	0x080E5F5D	thumb	IsBikingDisallowedByPlayer
0x080E5F60	0x080E5F99	thumb	player_should_look_direction_be_enforced_upon_movement
0x080E5F9C	0x080E5FEB	thumb	GetOnOffBike
0x080E5FEC	0x080E602F	thumb	BikeClearState
0x080E6030	0x080E6043	thumb	Bike_UpdateBikeCounterSpeed
0x080E6044	0x080E6053	thumb	Bike_SetBikeStill
0x080E6054	0x080E60A3	thumb	GetPlayerSpeed
0x080E60A4	0x080E60F7	thumb	Bike_HandleBumpySlopeJump
0x080E60F8	0x080E62BF	thumb	ShowEasyChatScreen
0x080E62C0	0x080E6317	thumb	sub_80E62A0
0x080E6318	0x080E6443	thumb	sub_80E62F8
0x080E6444	0x080E6573	thumb	sub_80E6424
0x080E6574	0x080E664F	thumb	sub_80E6554
0x080E6650	0x080E66AD	thumb	sub_80E6630
0x080E66B0	0x080E6783	thumb	sub_80E6690
0x080E6784	0x080E684B	thumb	InitEasyChatPhrases
0x080E684C	0x080E685B	thumb	sub_80E682C
0x080E685C	0x080E6907	thumb	sub_80E683C
0x080E6908	0x080E6A17	thumb	sub_80E68E8
0x080E6A18	0x080E6A8B	thumb	sub_80E69F8
0x080E6A8C	0x080E6AA5	thumb	sub_80E6A6C
0x080E6AA8	0x080E6AC7	thumb	sub_80E6A88
0x080E6AC8	0x080E6AE3	thumb	sub_80E6AA8
0x080E6AE4	0x080E6B03	thumb	sub_80E6AC4
0x080E6B04	0x080E6BDF	thumb	sub_80E6AE4
0x080E6BE0	0x080E6CA3	thumb	sub_80E6BC0
0x080E6CA4	0x080E6D9B	thumb	sub_80E6C84
0x080E6D9C	0x080E6F87	thumb	sub_80E6D7C
0x080E6F88	0x080E6FE7	thumb	sub_80E6F68
0x080E6FE8	0x080E7133	thumb	sub_80E6FC8
0x080E7134	0x080E71AB	thumb	sub_80E7114
0x080E71AC	0x080E7237	thumb	sub_80E718C
0x080E7238	0x080E72B3	thumb	sub_80E7218
0x080E72B4	0x080E7343	thumb	sub_80E7294
0x080E7344	0x080E73EF	thumb	sub_80E7324
0x080E73F0	0x080E7477	thumb	sub_80E73D0
0x080E7478	0x080E754B	thumb	sub_80E7458
0x080E754C	0x080E7593	thumb	sub_80E752C
0x080E7594	0x080E75F7	thumb	sub_80E7574
0x080E75F8	0x080E77E7	thumb	sub_80E75D8
0x080E77E8	0x080E7AB5	thumb	sub_80E77C8
0x080E7AB8	0x080E7AF3	thumb	sub_80E7A98
0x080E7AF4	0x080E7B5F	thumb	sub_80E7AD4
0x080E7B60	0x080E7D4F	thumb	sub_80E7B40
0x080E7D50	0x080E7D8B	thumb	sub_80E7D30
0x080E7D8C	0x080E7DBB	thumb	sub_80E7D6C
0x080E7DBC	0x080E7DEF	thumb	sub_80E7D9C
0x080E7DF0	0x080E7E6F	thumb	sub_80E7DD0
0x080E7E70	0x080E7F1F	thumb	sub_80E7E50
0x080E7F20	0x080E7FC7	thumb	sub_80E7F00
0x080E7FC8	0x080E8073	thumb	sub_80E7FA8
0x080E8074	0x080E80B1	thumb	sub_80E8054
0x080E80B4	0x080E8129	thumb	sub_80E8094
0x080E812C	0x080E81DF	thumb	sub_80E810C
0x080E81E0	0x080E821B	thumb	sub_80E81C0
0x080E821C	0x080E8237	thumb	sub_80E81FC
0x080E8238	0x080E8287	thumb	sub_80E8218
0x080E8288	0x080E82DB	thumb	sub_80E8268
0x080E82DC	0x080E83B7	thumb	sub_80E82BC
0x080E83B8	0x080E843F	thumb	sub_80E8398
0x080E8440	0x080E8523	thumb	sub_80E8420
0x080E8524	0x080E8553	thumb	sub_80E8504
0x080E8554	0x080E8617	thumb	sub_80E8534
0x080E8618	0x080E874B	thumb	sub_80E85F8
0x080E874C	0x080E877F	thumb	sub_80E872C
0x080E8780	0x080E87C1	thumb	sub_80E8760
0x080E87C4	0x080E87EB	thumb	sub_80E87A4
0x080E87EC	0x080E8837	thumb	sub_80E87CC
0x080E8838	0x080E887F	thumb	sub_80E8818
0x080E8880	0x080E890F	thumb	sub_80E8860
0x080E8910	0x080E8977	thumb	sub_80E88F0
0x080E8978	0x080E8A9B	thumb	sub_80E8958
0x080E8A9C	0x080E8B97	thumb	sub_80E8A7C
0x080E8B98	0x080E8C13	thumb	sub_80E8B78
0x080E8C14	0x080E8D0B	thumb	sub_80E8BF4
0x080E8D0C	0x080E8D73	thumb	sub_80E8CEC
0x080E8D74	0x080E8DAB	thumb	sub_80E8D54
0x080E8DAC	0x080E8DF5	thumb	sub_80E8D8C
0x080E8DF8	0x080E8FC3	thumb	sub_80E8DD8
0x080E8FC4	0x080E9127	thumb	sub_80E8FA4
0x080E9128	0x080E9197	thumb	sub_80E9108
0x080E9198	0x080E91B7	thumb	sub_80E9178
0x080E91B8	0x080E91C3	thumb	sub_80E9198
0x080E91C4	0x080E91CF	thumb	sub_80E91A4
0x080E91D0	0x080E91F1	thumb	sub_80E91B0
0x080E91F4	0x080E9387	thumb	sub_80E91D4
0x080E9388	0x080E94AB	thumb	sub_80E9368
0x080E94AC	0x080E95C3	thumb	sub_80E948C
0x080E95C4	0x080E963F	thumb	sub_80E95A4
0x080E9640	0x080E9763	thumb	sub_80E9620
0x080E9764	0x080E97DF	thumb	sub_80E9744
0x080E97E0	0x080E98E3	thumb	sub_80E97C0
0x080E98E4	0x080E995F	thumb	sub_80E98C4
0x080E9960	0x080E9993	thumb	sub_80E9940
0x080E9994	0x080E9A33	thumb	sub_80E9974
0x080E9A34	0x080E9A6B	thumb	sub_80E9A14
0x080E9A6C	0x080E9A7F	thumb	sub_80E9A4C
0x080E9A80	0x080E9A99	thumb	sub_80E9A60
0x080E9A9C	0x080E9AF3	thumb	sub_80E9A7C
0x080E9AF4	0x080E9B17	thumb	sub_80E9AD4
0x080E9B18	0x080E9C93	thumb	sub_80E9AF8
0x080E9C94	0x080E9CB1	thumb	sub_80E9C74
0x080E9CB4	0x080E9D1D	thumb	sub_80E9C94
0x080E9D20	0x080E9D9B	thumb	sub_80E9D00
0x080E9D9C	0x080E9E27	thumb	sub_80E9D7C
0x080E9E28	0x080E9E73	thumb	sub_80E9E08
0x080E9E74	0x080E9EB3	thumb	sub_80E9E54
0x080E9EB4	0x080E9EB5	thumb	nullsub_23
0x080E9EB8	0x080E9EC7	thumb	sub_80E9E98
0x080E9EC8	0x080E9F6D	thumb	sub_80E9EA8
0x080E9F70	0x080E9FF1	thumb	sub_80E9F50
0x080E9FF4	0x080EA033	thumb	sub_80E9FD4
0x080EA034	0x080EA06F	thumb	sub_80EA014
0x080EA070	0x080EA101	thumb	sub_80EA050
0x080EA104	0x080EA1A1	thumb	sub_80EA0E4
0x080EA1A4	0x080EA1FF	thumb	sub_80EA184
0x080EA200	0x080EA26B	thumb	sub_80EA1E0
0x080EA26C	0x080EA367	thumb	sub_80EA24C
0x080EA368	0x080EA4C3	thumb	sub_80EA348
0x080EA4C4	0x080EA5BF	thumb	sub_80EA4A4
0x080EA5C0	0x080EA723	thumb	sub_80EA5A0
0x080EA724	0x080EA783	thumb	sub_80EA704
0x080EA784	0x080EA813	thumb	sub_80EA764
0x080EA814	0x080EA8DB	thumb	sub_80EA7F4
0x080EA8DC	0x080EA967	thumb	sub_80EA8BC
0x080EA968	0x080EAA63	thumb	sub_80EA948
0x080EAA64	0x080EAAF3	thumb	sub_80EAA44
0x080EAAF4	0x080EABF3	thumb	sub_80EAAD4
0x080EABF4	0x080EAC29	thumb	sub_80EABD4
0x080EAC2C	0x080EAC4D	thumb	sub_80EAC0C
0x080EAC50	0x080EAC65	thumb	sub_80EAC30
0x080EAC68	0x080EAC79	thumb	sub_80EAC48
0x080EAC7C	0x080EACDB	thumb	sub_80EAC5C
0x080EACDC	0x080EAD25	thumb	sub_80EACBC
0x080EAD28	0x080EAD83	thumb	sub_80EAD08
0x080EAD84	0x080EAD9B	thumb	CopyEasyChatGroupName
0x080EAD9C	0x080EADDF	thumb	sub_80EAD7C
0x080EADE0	0x080EAEA7	thumb	sub_80EADC0
0x080EAEA8	0x080EAEEB	thumb	sub_80EAE88
0x080EAEEC	0x080EB05F	thumb	sub_80EAECC
0x080EB060	0x080EB0CF	thumb	LoadEasyChatStrings
0x080EB0D0	0x080EB237	thumb	sub_80EB0B0
0x080EB238	0x080EB2F3	thumb	sub_80EB218
0x080EB2F4	0x080EB399	thumb	sub_80EB2D4
0x080EB39C	0x080EB41B	thumb	sub_80EB37C
0x080EB41C	0x080EB4D3	thumb	EasyChat_GetWordText
0x080EB4D4	0x080EB563	thumb	ConvertEasyChatWordsToString
0x080EB564	0x080EB5FF	thumb	sub_80EB544
0x080EB600	0x080EB69F	thumb	unref_sub_80EB5E0
0x080EB6A0	0x080EB6A3	thumb	sub_80EB680
0x080EB6A4	0x080EB71B	thumb	unref_sub_80EB684
0x080EB71C	0x080EB74B	thumb	sub_80EB6FC
0x080EB74C	0x080EB7A3	thumb	sub_80EB72C
0x080EB7A4	0x080EB7E3	thumb	sub_80EB784
0x080EB7E4	0x080EB85B	thumb	sub_80EB7C4
0x080EB85C	0x080EB887	thumb	BufferRandomHobbyOrLifestyleString
0x080EB888	0x080EB8AF	thumb	sub_80EB868
0x080EB8B0	0x080EB8DF	thumb	UnlockTrendySaying
0x080EB8E0	0x080EB909	thumb	sub_80EB8C0
0x080EB90C	0x080EB97F	thumb	sub_80EB8EC
0x080EB980	0x080EB9E7	thumb	sub_80EB960
0x080EB9E8	0x080EB9F5	thumb	sub_80EB9C8
0x080EB9F8	0x080EBA7B	thumb	sub_80EB9D8
0x080EBA7C	0x080EBC07	thumb	sub_80EBA5C
0x080EBC08	0x080EBC2F	thumb	sub_80EBBE8
0x080EBC30	0x080EBCC7	thumb	sub_80EBC10
0x080EBCC8	0x080EBD37	thumb	sub_80EBCA8
0x080EBD38	0x080EBD4D	thumb	sub_80EBD18
0x080EBD50	0x080EBD69	thumb	sub_80EBD30
0x080EBD6C	0x080EBD85	thumb	sub_80EBD4C
0x080EBD88	0x080EBD9D	thumb	sub_80EBD68
0x080EBDA0	0x080EBDAD	thumb	sub_80EBD80
0x080EBDB0	0x080EBDDB	thumb	sub_80EBD90
0x080EBDDC	0x080EBDF7	thumb	sub_80EBDBC
0x080EBDF8	0x080EC02B	thumb	sub_80EBDD8
0x080EC02C	0x080EC22F	thumb	sub_80EC00C
0x080EC230	0x080EC287	thumb	sub_80EC210
0x080EC288	0x080EC4BF	thumb	sub_80EC268
0x080EC4C0	0x080EC69B	thumb	sub_80EC4A0
0x080EC69C	0x080EC83B	thumb	sub_80EC67C
0x080EC83C	0x080EC88B	thumb	sub_80EC81C
0x080EC88C	0x080EC97F	thumb	sub_80EC86C
0x080EC980	0x080EC9C7	thumb	sub_80EC960
0x080EC9C8	0x080ECA2F	thumb	sub_80EC9A8
0x080ECA30	0x080ECC27	thumb	sub_80ECA10
0x080ECC28	0x080ECD9F	thumb	sub_80ECC08
0x080ECDA0	0x080ED03B	thumb	sub_80ECD80
0x080ED03C	0x080ED33B	thumb	sub_80ED01C
0x080ED33C	0x080ED3EF	thumb	sub_80ED31C
0x080ED3F0	0x080ED4F7	thumb	sub_80ED3D0
0x080ED4F8	0x080ED63F	thumb	sub_80ED4D8
0x080ED640	0x080ED877	thumb	sub_80ED620
0x080ED878	0x080EDBA7	thumb	sub_80ED858
0x080EDBA8	0x080EDDDB	thumb	sub_80EDB88
0x080EDDDC	0x080EDE8F	thumb	sub_80EDDBC
0x080EDE90	0x080EDF03	thumb	sub_80EDE70
0x080EDF04	0x080EE08B	thumb	sub_80EDEE4
0x080EE08C	0x080EE2B3	thumb	sub_80EE06C
0x080EE2B4	0x080EE3F7	thumb	sub_80EE294
0x080EE3F8	0x080EE5AB	thumb	sub_80EE3D8
0x080EE5AC	0x080EE677	thumb	sub_80EE58C
0x080EE678	0x080EE913	thumb	sub_80EE658
0x080EE914	0x080EE98B	thumb	sub_80EE8F4
0x080EE98C	0x080EE9DF	thumb	sub_80EE96C
0x080EE9E0	0x080EEA2B	thumb	sub_80EE9C0
0x080EEA2C	0x080EEC2F	thumb	sub_80EEA0C
0x080EEC30	0x080EECAF	thumb	sub_80EEC10
0x080EECB0	0x080EED2B	thumb	sub_80EEC90
0x080EED2C	0x080EED39	thumb	sub_80EED0C
0x080EED3C	0x080EED49	thumb	sub_80EED1C
0x080EED4C	0x080EEDBB	thumb	sub_80EED2C
0x080EEDBC	0x080EEDE3	thumb	sub_80EED9C
0x080EEDE4	0x080EEE07	thumb	sub_80EEDC4
0x080EEE08	0x080EEE27	thumb	sub_80EEDE8
0x080EEE28	0x080EEE3F	thumb	sub_80EEE08
0x080EEE40	0x080EEE73	thumb	sub_80EEE20
0x080EEE74	0x080EEF53	thumb	sub_80EEE54
0x080EEF54	0x080EEF97	thumb	sub_80EEF34
0x080EEF98	0x080EEFDB	thumb	sub_80EEF78
0x080EEFDC	0x080EF267	thumb	sub_80EEFBC
0x080EF268	0x080EF2A3	thumb	sub_80EF248
0x080EF2A4	0x080EF447	thumb	sub_80EF284
0x080EF448	0x080EF4AF	thumb	sub_80EF428
0x080EF4B0	0x080EF517	thumb	sub_80EF490
0x080EF518	0x080EF56B	thumb	sub_80EF4F8
0x080EF56C	0x080EF5AB	thumb	sub_80EF54C
0x080EF5AC	0x080EF643	thumb	sub_80EF58C
0x080EF644	0x080EF75D	thumb	sub_80EF624
0x080EF760	0x080EF79F	thumb	sub_80EF740
0x080EF7A0	0x080EF7F3	thumb	sub_80EF780
0x080EF7F4	0x080EF833	thumb	sub_80EF7D4
0x080EF834	0x080EF85F	thumb	sub_80EF814
0x080EF860	0x080EF893	thumb	sub_80EF840
0x080EF894	0x080EFA17	thumb	sub_80EF874
0x080EFA18	0x080EFBCF	thumb	sub_80EF9F8
0x080EFBD0	0x080EFBF9	thumb	sub_80EFBB0
0x080EFBFC	0x080EFC5B	thumb	sub_80EFBDC
0x080EFC5C	0x080EFC83	thumb	sub_80EFC3C
0x080EFC84	0x080EFD5B	thumb	sub_80EFC64
0x080EFD5C	0x080EFD93	thumb	sub_80EFD3C
0x080EFD94	0x080EFDBF	thumb	sub_80EFD74
0x080EFDC0	0x080EFE03	thumb	sub_80EFDA0
0x080EFE04	0x080EFE9B	thumb	sub_80EFDE4
0x080EFE9C	0x080EFF53	thumb	sub_80EFE7C
0x080EFF54	0x080EFF87	thumb	sub_80EFF34
0x080EFF88	0x080F0193	thumb	sub_80EFF68
0x080F0194	0x080F01C3	thumb	sub_80F0174
0x080F01C4	0x080F01FF	thumb	sub_80F01A4
0x080F0200	0x080F0283	thumb	sub_80F01E0
0x080F0284	0x080F02BF	thumb	sub_80F0264
0x080F02C0	0x080F065B	thumb	sub_80F02A0
0x080F065C	0x080F0737	thumb	sub_80F063C
0x080F0738	0x080F07B7	thumb	sub_80F0718
0x080F07B8	0x080F083B	thumb	ShowMapNamePopUpWindow
0x080F083C	0x080F0903	thumb	sub_80F081C
0x080F0904	0x080F091F	thumb	sub_80F08E4
0x080F0920	0x080F0963	thumb	sub_80F0900
0x080F0964	0x080F0971	thumb	sub_80F0944
0x080F0974	0x080F09AB	thumb	sub_80F0954
0x080F09AC	0x080F0A43	thumb	sub_80F098C
0x080F0A44	0x080F0A93	thumb	sub_80F0A24
0x080F0A94	0x080F0B43	thumb	sub_80F0A74
0x080F0B44	0x080F0B63	thumb	sub_80F0B24
0x080F0B64	0x080F0C47	thumb	sub_80F0B44
0x080F0C48	0x080F0C67	thumb	sub_80F0C28
0x080F0C68	0x080F0CF7	thumb	sub_80F0C48
0x080F0CF8	0x080F0D7B	thumb	LoadTrainerEyesDescriptionLines
0x080F0D7C	0x080F0EDF	thumb	sub_80F0D5C
0x080F0EE0	0x080F0F13	thumb	sub_80F0EC0
0x080F0F14	0x080F0F83	thumb	sub_80F0EF4
0x080F0F84	0x080F0FBF	thumb	sub_80F0F64
0x080F0FC0	0x080F100B	thumb	sub_80F0FA0
0x080F100C	0x080F1019	thumb	sub_80F0FEC
0x080F101C	0x080F107B	thumb	sub_80F0FFC
0x080F107C	0x080F109F	thumb	sub_80F105C
0x080F10A0	0x080F1257	thumb	sub_80F1080
0x080F1258	0x080F141B	thumb	DrawMonRibbonIcons
0x080F141C	0x080F1457	thumb	sub_80F13FC
0x080F1458	0x080F149F	thumb	sub_80F1438
0x080F14A0	0x080F14B1	thumb	sub_80F1480
0x080F14B4	0x080F15C7	thumb	sub_80F1494
0x080F15C8	0x080F1633	thumb	sub_80F15A8
0x080F1634	0x080F164B	thumb	sub_80F1614
0x080F164C	0x080F172B	thumb	sub_80F162C
0x080F172C	0x080F175B	thumb	sub_80F170C
0x080F175C	0x080F1797	thumb	sub_80F173C
0x080F1798	0x080F1953	thumb	sub_80F1778
0x080F1954	0x080F19FB	thumb	sub_80F1934
0x080F19FC	0x080F1A1B	thumb	sub_80F19DC
0x080F1A1C	0x080F1A93	thumb	sub_80F19FC
0x080F1A94	0x080F1A9F	thumb	sub_80F1A74
0x080F1AA0	0x080F1AAF	thumb	sub_80F1A80
0x080F1AB0	0x080F1AE3	thumb	sub_80F1A90
0x080F1AE4	0x080F1BAB	thumb	sub_80F1AC4
0x080F1BAC	0x080F1BE7	thumb	sub_80F1B8C
0x080F1BE8	0x080F1E0F	thumb	sub_80F1BC8
0x080F1E10	0x080F1E6F	thumb	sub_80F1DF0
0x080F1E70	0x080F1E89	thumb	sub_80F1E50
0x080F1E8C	0x080F1EA1	thumb	sub_80F1E6C
0x080F1EA4	0x080F1F2F	thumb	sub_80F1E84
0x080F1F30	0x080F200F	thumb	sub_80F1F10
0x080F2010	0x080F20AB	thumb	sub_80F1FF0
0x080F20AC	0x080F20B5	thumb	sub_80F208C
0x080F20B8	0x080F2113	thumb	sub_80F2098
0x080F2114	0x080F2127	thumb	sub_80F20F4
0x080F2128	0x080F2167	thumb	sub_80F2108
0x080F2168	0x080F218F	thumb	sub_80F2148
0x080F2190	0x080F2217	thumb	sub_80F2170
0x080F2218	0x080F2237	thumb	sub_80F21F8
0x080F2238	0x080F225F	thumb	sub_80F2218
0x080F2260	0x080F22CD	thumb	sub_80F2240
0x080F22D0	0x080F2315	thumb	sub_80F22B0
0x080F2318	0x080F237F	thumb	sub_80F22F8
0x080F2380	0x080F23E7	thumb	sub_80F2360
0x080F23E8	0x080F242B	thumb	sub_80F23C8
0x080F242C	0x080F2477	thumb	sub_80F240C
0x080F2478	0x080F2533	thumb	sub_80F2458
0x080F2534	0x080F25B7	thumb	sub_80F2514
0x080F25B8	0x080F263D	thumb	sub_80F2598
0x080F2640	0x080F2673	thumb	sub_80F2620
0x080F2674	0x080F26A5	thumb	sub_80F2654
0x080F26A8	0x080F26DB	thumb	sub_80F2688
0x080F26DC	0x080F27FB	thumb	sub_80F26BC
0x080F27FC	0x080F29D7	thumb	sub_80F27DC
0x080F29D8	0x080F2BDB	thumb	sub_80F29B8
0x080F2BDC	0x080F2C33	thumb	sub_80F2BBC
0x080F2C34	0x080F2C75	thumb	sub_80F2C14
0x080F2C78	0x080F2C9F	thumb	sub_80F2C58
0x080F2CA0	0x080F2CDB	thumb	sub_80F2C80
0x080F2CDC	0x080F2D23	thumb	sub_80F2CBC
0x080F2D24	0x080F2D8B	thumb	sub_80F2D04
0x080F2D8C	0x080F2DF7	thumb	sub_80F2D6C
0x080F2DF8	0x080F2E11	thumb	sub_80F2DD8
0x080F2E14	0x080F2E1D	thumb	sub_80F2DF4
0x080F2E20	0x080F2E37	thumb	sub_80F2E00
0x080F2E38	0x080F2F67	thumb	sub_80F2E18
0x080F2F68	0x080F2F9B	thumb	sub_80F2F48
0x080F2F9C	0x080F2FCF	thumb	sub_80F2F7C
0x080F2FD0	0x080F300B	thumb	sub_80F2FB0
0x080F300C	0x080F3027	thumb	sub_80F2FEC
0x080F3028	0x080F314F	thumb	sub_80F3008
0x080F3150	0x080F31AF	thumb	sub_80F3130
0x080F31B0	0x080F31CB	thumb	sub_80F3190
0x080F31CC	0x080F3281	thumb	sub_80F31AC
0x080F3284	0x080F32B3	thumb	sub_80F3264
0x080F32B4	0x080F3347	thumb	sub_80F3294
0x080F3348	0x080F337F	thumb	sub_80F3328
0x080F3380	0x080F33C7	thumb	sub_80F3360
0x080F33C8	0x080F359B	thumb	sub_80F33A8
0x080F359C	0x080F35D3	thumb	sub_80F357C
0x080F35D4	0x080F3633	thumb	sub_80F35B4
0x080F3634	0x080F365B	thumb	sub_80F3614
0x080F365C	0x080F3687	thumb	sub_80F363C
0x080F3688	0x080F36B7	thumb	sub_80F3668
0x080F36B8	0x080F370F	thumb	sub_80F3698
0x080F3710	0x080F3743	thumb	sub_80F36F0
0x080F3744	0x080F37BB	thumb	sub_80F3724
0x080F37BC	0x080F37EF	thumb	sub_80F379C
0x080F37F0	0x080F38D5	thumb	sub_80F37D0
0x080F38D8	0x080F390B	thumb	sub_80F38B8
0x080F390C	0x080F398F	thumb	sub_80F38EC
0x080F3990	0x080F39C3	thumb	sub_80F3970
0x080F39C4	0x080F3A59	thumb	sub_80F39A4
0x080F3A5C	0x080F3B1F	thumb	sub_80F3A3C
0x080F3B20	0x080F3B77	thumb	sub_80F3B00
0x080F3B78	0x080F3BB3	thumb	sub_80F3B58
0x080F3BB4	0x080F3BF3	thumb	sub_80F3B94
0x080F3BF4	0x080F3C4B	thumb	sub_80F3BD4
0x080F3C4C	0x080F3CB3	thumb	sub_80F3C2C
0x080F3CB4	0x080F3D07	thumb	sub_80F3C94
0x080F3D08	0x080F3D1D	thumb	sub_80F3CE8
0x080F3D20	0x080F3DC7	thumb	sub_80F3D00
0x080F3DC8	0x080F3DFB	thumb	move_anim_execute
0x080F3DFC	0x080F3E21	thumb	sub_80F3DDC
0x080F3E24	0x080F3E43	thumb	sub_80F3E04
0x080F3E44	0x080F3EBB	thumb	sub_80F3E24
0x080F3EBC	0x080F3F3F	thumb	sub_80F3E9C
0x080F3F40	0x080F3FCB	thumb	sub_80F3F20
0x080F3FCC	0x080F400F	thumb	sub_80F3FAC
0x080F4010	0x080F4043	thumb	sub_80F3FF0
0x080F4044	0x080F4157	thumb	sub_80F4024
0x080F4158	0x080F41B1	thumb	sub_80F4138
0x080F41B4	0x080F42E3	thumb	sub_80F4194
0x080F42E4	0x080F43B3	thumb	sub_80F42C4
0x080F43B4	0x080F43F3	thumb	sub_80F4394
0x080F43F4	0x080F4447	thumb	sub_80F43D4
0x080F4448	0x080F4459	thumb	sub_80F4428
0x080F445C	0x080F447B	thumb	sub_80F443C
0x080F447C	0x080F44CF	thumb	sub_80F445C
0x080F44D0	0x080F4567	thumb	sub_80F44B0
0x080F4568	0x080F45BF	thumb	SetMonMarkings
0x080F45C0	0x080F46AB	thumb	sub_80F45A0
0x080F46AC	0x080F4843	thumb	sub_80F468C
0x080F4844	0x080F491F	thumb	sub_80F4824
0x080F4920	0x080F494B	thumb	sub_80F4900
0x080F494C	0x080F4963	thumb	sub_80F492C
0x080F4964	0x080F4A13	thumb	sub_80F4944
0x080F4A14	0x080F4B3F	thumb	sub_80F49F4
0x080F4B40	0x080F4BEF	thumb	sub_80F4B20
0x080F4BF0	0x080F4D0F	thumb	sub_80F4BD0
0x080F4D10	0x080F4D63	thumb	sub_80F4CF0
0x080F4D64	0x080F4DA7	thumb	sub_80F4D44
0x080F4DA8	0x080F4F95	thumb	sub_80F4D88
0x080F4F98	0x080F4FD3	thumb	sub_80F4F78
0x080F4FD4	0x080F4FFB	thumb	sub_80F4FB4
0x080F4FFC	0x080F5057	thumb	sub_80F4FDC
0x080F5058	0x080F507F	thumb	sub_80F5038
0x080F5080	0x080F5263	thumb	sub_80F5060
0x080F5264	0x080F5283	thumb	gpu_sync_bg_show
0x080F5284	0x080F5317	thumb	sub_80F5264
0x080F5318	0x080F5383	thumb	sub_80F52F8
0x080F5384	0x080F540B	thumb	sub_80F5364
0x080F540C	0x080F5523	thumb	sub_80F53EC
0x080F5524	0x080F556F	thumb	sub_80F5504
0x080F5570	0x080F5579	thumb	sub_80F5550
0x080F557C	0x080F5589	thumb	sub_80F555C
0x080F558C	0x080F55CB	thumb	sub_80F556C
0x080F55CC	0x080F569B	thumb	sub_80F55AC
0x080F569C	0x080F56A5	thumb	sub_80F567C
0x080F56A8	0x080F58FB	thumb	sub_80F5688
0x080F58FC	0x080F5A3B	thumb	sub_80F58DC
0x080F5A3C	0x080F5B57	thumb	sub_80F5A1C
0x080F5B58	0x080F5B6F	thumb	sub_80F5B38
0x080F5B70	0x080F5BFB	thumb	sub_80F5B50
